complexity,loss,score,equation,sympy_format,lambda_format
1,19.020485,0.0,0.2640058,0.264005800000000,PySRFunction(X=>0.264005800000000)
2,17.091606,0.1069290904703954,Isoeugenol,Isoeugenol,PySRFunction(X=>Isoeugenol)
3,4.667609,1.2979405166622329,8.533417 - -10.1694565,8.533417 - 1*(-10.1694565),PySRFunction(X=>8.533417 - 1*(-10.1694565))
4,3.994493,0.15573028660488675,20.740133 - Vanillin,20.740133 - Vanillin,PySRFunction(X=>20.740133 - Vanillin)
6,3.8381054,0.019968901550263228,(-1.7170036 * Vanillin) + 22.181875,22.181875 - 1.7170036*Vanillin,PySRFunction(X=>22.181875 - 1.7170036*Vanillin)
8,3.8380563,6.396425963880097e-06,(22.319641 + (-1.714429 * Vanillin)) - 0.124108836,-1.714429*Vanillin - 1*0.124108836 + 22.319641,PySRFunction(X=>-1.714429*Vanillin - 1*0.124108836 + 22.319641)
11,3.8338423,0.00036618492531478533,(22.30257 + (Vanillin * -1.7332286)) - (0.069103606 / Isoeugenol),Vanillin*(-1.7332286) + 22.30257 - 0.069103606/Isoeugenol,PySRFunction(X=>Vanillin*(-1.7332286) + 22.30257 - 0.069103606/Isoeugenol)
13,3.8278449,0.0007827781359897089,((22.443747 + (-1.872089 * Vanillin)) - -0.25804982) + (-0.25445214 / Isoeugenol),-1.872089*Vanillin - 1*(-0.25804982) + 22.443747 - 0.25445214/Isoeugenol,PySRFunction(X=>-1.872089*Vanillin - 1*(-0.25804982) + 22.443747 - 0.25445214/Isoeugenol)
14,3.8215384,0.0016488914678560605,((-0.7313589 - (Methoxymethylphenol + Vanillin)) - -23.747868) - (0.39289778 / Isoeugenol),-(Methoxymethylphenol + Vanillin) - 0.7313589 - 1*(-23.747868) - 0.39289778/Isoeugenol,PySRFunction(X=>-(Methoxymethylphenol + Vanillin) - 0.7313589 - 1*(-23.747868) - 0.39289778/Isoeugenol)
16,3.8192074,0.0003050749407624968,(21.185621 + ((-0.11384728 * (Vanillin * (Vanillin * 1.4193748))) - Methoxymethylphenol)) - -0.11384728,-Methoxymethylphenol - 0.11384728*Vanillin*Vanillin*1.4193748 - 1*(-0.11384728) + 21.185621,PySRFunction(X=>-Methoxymethylphenol - 0.11384728*Vanillin*Vanillin*1.4193748 - 1*(-0.11384728) + 21.185621)
18,3.8156824,0.0004616962841385035,((((-0.089882635 / 0.61431676) * (Vanillin * Vanillin)) - Methoxymethylphenol) + 21.185621) + (-0.089882635 + 0.34616542),-Methoxymethylphenol - 0.089882635*Vanillin*Vanillin/0.61431676 - 0.089882635 + 0.34616542 + 21.185621,PySRFunction(X=>-Methoxymethylphenol - 0.089882635*Vanillin*Vanillin/0.61431676 - 0.089882635 + 0.34616542 + 21.185621)
19,3.8154836,5.210212962080561e-05,(21.185621 + ((-0.11384728 * ((Vanillin * (Vanillin * 1.4193748)) - Methoxymethylphenol)) - Methoxymethylphenol)) - -0.11384728,-Methoxymethylphenol - 0.11384728*(-Methoxymethylphenol + Vanillin*Vanillin*1.4193748) - 1*(-0.11384728) + 21.185621,PySRFunction(X=>-Methoxymethylphenol - 0.11384728*(-Methoxymethylphenol + Vanillin*Vanillin*1.4193748) - 1*(-0.11384728) + 21.185621)
20,3.8137133,0.0004640855531656499,(0.103488594 + ((22.071424 - ((0.89409864 * Methoxymethylphenol) - ((-0.17404193 * Vanillin) * Vanillin))) - 1.0919386)) + 0.30496418,-(0.89409864*Methoxymethylphenol - (-1)*0.17404193*Vanillin*Vanillin) - 1*1.0919386 + 0.103488594 + 0.30496418 + 22.071424,PySRFunction(X=>-(0.89409864*Methoxymethylphenol - (-1)*0.17404193*Vanillin*Vanillin) - 1*1.0919386 + 0.103488594 + 0.30496418 + 22.071424)
