complexity,loss,score,equation,sympy_format,lambda_format
1,86.13583,0.0,0.47756523,0.477565230000000,PySRFunction(X=>0.477565230000000)
2,85.15423,0.011461385973009906,Methoxymethylphenol,Methoxymethylphenol,PySRFunction(X=>Methoxymethylphenol)
3,83.00465,0.02556745259165828,2.04776 + 1.6794683,1.6794683 + 2.04776,PySRFunction(X=>1.6794683 + 2.04776)
4,79.77031,0.03974525023545883,1.0450138 + Silicon,Silicon + 1.0450138,PySRFunction(X=>Silicon + 1.0450138)
5,22.623602,1.2601576824665766,(0.983128 / 61.157604) + 83.57316,0.983128/61.157604 + 83.57316,PySRFunction(X=>0.983128/61.157604 + 83.57316)
6,22.108963,0.02301060570659319,(41.948643 + Fe) + 38.789272,Fe + 38.789272 + 41.948643,PySRFunction(X=>Fe + 38.789272 + 41.948643)
9,19.80295,0.03671739180449241,((Na + P) / -0.32338196) / -0.3192772,(Na + P)/((-0.3192772)*(-0.32338196)),PySRFunction(X=>(Na + P)/((-0.3192772)*(-0.32338196)))
12,18.688816,0.019301882141823337,((1.187922 - (-0.11875955 - (Silicon - -0.9392264))) / 0.094181746) - 1.187922,(1.187922 - (-(Silicon - 1*(-0.9392264)) - 0.11875955))/0.094181746 - 1*1.187922,PySRFunction(X=>(1.187922 - (-(Silicon - 1*(-0.9392264)) - 0.11875955))/0.094181746 - 1*1.187922)
14,18.611885,0.002062457461086911,Na + (((Silicon + 6.907654) + (Silicon / 0.86849064)) / 0.24979073),Na + (Silicon + Silicon/0.86849064 + 6.907654)/0.24979073,PySRFunction(X=>Na + (Silicon + Silicon/0.86849064 + 6.907654)/0.24979073)
16,18.291887,0.008671363470588908,((((Silicon + (1.7203051 / 0.24701272)) + P) + Na) / 0.50444424) / 0.5037985,(Na + P + Silicon + 1.7203051/0.24701272)/(0.5037985*0.50444424),PySRFunction(X=>(Na + P + Silicon + 1.7203051/0.24701272)/(0.5037985*0.50444424))
18,17.976732,0.008689686598765636,((((K - Guaiacol) - Retene) - (Silicon * P)) / -0.2890968) - -27.405476,(-Guaiacol + K - P*Silicon - Retene)/(-0.2890968) - 1*(-27.405476),PySRFunction(X=>(-Guaiacol + K - P*Silicon - Retene)/(-0.2890968) - 1*(-27.405476))
20,17.20299,0.02199752454723051,((-5.355878 * Isoeugenol) + (98.63527 + ((P * (-3.3240623 + P)) * Zn))) + Isoeugenol,-5.355878*Isoeugenol + Isoeugenol + P*Zn*(P - 3.3240623) + 98.63527,PySRFunction(X=>-5.355878*Isoeugenol + Isoeugenol + P*Zn*(P - 3.3240623) + 98.63527)
