complexity,loss,score,equation,sympy_format,lambda_format
1,85.98262,0.0,0.6363561,0.636356100000000,PySRFunction(X=>0.636356100000000)
2,80.77568,0.06246925268527673,Silicon,Silicon,PySRFunction(X=>Silicon)
3,22.623602,1.272682232499771,42.00696 - -41.582306,42.00696 - 1*(-41.582306),PySRFunction(X=>42.00696 - 1*(-41.582306))
4,21.268606,0.06176160887411901,86.384415 - Isoeugenol,86.384415 - Isoeugenol,PySRFunction(X=>86.384415 - Isoeugenol)
6,18.618252,0.06654484942820539,(9.690491 * Silicon) - -27.013721,9.690491*Silicon - 1*(-27.013721),PySRFunction(X=>9.690491*Silicon - 1*(-27.013721))
8,17.614079,0.027721932224611067,(30.420471 - (P * -19.041332)) + 0.8418156,-(-19.041332)*P + 0.8418156 + 30.420471,PySRFunction(X=>-(-19.041332)*P + 0.8418156 + 30.420471)
9,17.48425,0.007398049755600998,(31.047478 - (P * -19.191267)) - Eugenol,-Eugenol - (-19.191267)*P + 31.047478,PySRFunction(X=>-Eugenol - (-19.191267)*P + 31.047478)
11,16.92218,0.01633764410001448,((P + 4.77683) * (11.871659 - Eugenol)) - -1.0843675,(11.871659 - Eugenol)*(P + 4.77683) - 1*(-1.0843675),PySRFunction(X=>(11.871659 - Eugenol)*(P + 4.77683) - 1*(-1.0843675))
12,16.905241,0.0010014952908061216,(((P - Eugenol) - -7.434034) / 0.10472168) - Fe,-Fe + (-Eugenol + P - 1*(-7.434034))/0.10472168,PySRFunction(X=>-Fe + (-Eugenol + P - 1*(-7.434034))/0.10472168)
13,16.894012,0.0006644525790633256,((12.386735 - Eugenol) * ((P + 2.5182002) - -2.3107488)) - 2.5182002,(12.386735 - Eugenol)*(P - 1*(-2.3107488) + 2.5182002) - 1*2.5182002,PySRFunction(X=>(12.386735 - Eugenol)*(P - 1*(-2.3107488) + 2.5182002) - 1*2.5182002)
14,16.659145,0.013999924722863865,(((P - (Eugenol / K)) * 10.896805) + 30.01737) - -30.528225,(-Eugenol/K + P)*10.896805 + 30.01737 - 1*(-30.528225),PySRFunction(X=>(-Eugenol/K + P)*10.896805 + 30.01737 - 1*(-30.528225))
15,16.590065,0.004155292675958917,(((P - (Eugenol / K)) * 10.854185) + 60.09468) + Syringealdehyde,Syringealdehyde + (-Eugenol/K + P)*10.854185 + 60.09468,PySRFunction(X=>Syringealdehyde + (-Eugenol/K + P)*10.854185 + 60.09468)
16,16.576263,0.0008322899536376991,(4.022033 * ((((P - 4.4679375) * Na) - Isoeugenol) + 32.49832)) + -0.19381225,4.022033*(-Isoeugenol + Na*(P - 1*4.4679375) + 32.49832) - 0.19381225,PySRFunction(X=>4.022033*(-Isoeugenol + Na*(P - 1*4.4679375) + 32.49832) - 0.19381225)
17,16.523325,0.0031987132370004463,((9.083393 * ((P - Eugenol) - -7.137293)) + (0.22273503 / Retene)) + Retene,Retene + 9.083393*(-Eugenol + P - 1*(-7.137293)) + 0.22273503/Retene,PySRFunction(X=>Retene + 9.083393*(-Eugenol + P - 1*(-7.137293)) + 0.22273503/Retene)
19,16.416546,0.003241645178888481,(60.09468 + ((P - (Eugenol / K)) * ((Syringealdehyde - 0.76978576) + 10.854185))) - -0.43123144,(-Eugenol/K + P)*(Syringealdehyde - 1*0.76978576 + 10.854185) - 1*(-0.43123144) + 60.09468,PySRFunction(X=>(-Eugenol/K + P)*(Syringealdehyde - 1*0.76978576 + 10.854185) - 1*(-0.43123144) + 60.09468)
