complexity,loss,score,equation,sympy_format,lambda_format
1,18.918612,0.0,0.36911076,0.369110760000000,PySRFunction(X=>0.369110760000000)
2,18.259182,0.035478122618358615,Cr,Cr,PySRFunction(X=>Cr)
3,4.667609,1.3640211276583392,9.231314 - -9.471559,9.231314 - 1*(-9.471559),PySRFunction(X=>9.231314 - 1*(-9.471559))
6,3.8602777,0.06330260841320019,(Eugenol * -2.6799092) + 21.590721,21.590721 + Eugenol*(-2.6799092),PySRFunction(X=>21.590721 + Eugenol*(-2.6799092))
10,3.830573,0.0019311808841787222,(0.44704744 - (-21.042027 + (Propylguaiacol / 0.2147124))) + 0.44704744,-(Propylguaiacol/0.2147124 - 21.042027) + 0.44704744 + 0.44704744,PySRFunction(X=>-(Propylguaiacol/0.2147124 - 21.042027) + 0.44704744 + 0.44704744)
13,3.7784545,0.004566445588944339,((0.30960497 / Acetosyringone) - ((Propylguaiacol / 0.2317181) + -20.904608)) - 0.13792378,-(Propylguaiacol/0.2317181 - 20.904608) - 1*0.13792378 + 0.30960497/Acetosyringone,PySRFunction(X=>-(Propylguaiacol/0.2317181 - 20.904608) - 1*0.13792378 + 0.30960497/Acetosyringone)
14,3.76816,0.0027282449329928604,((0.30960497 / Acetosyringone) - ((Propylguaiacol / 0.2317181) + -20.904608)) - Phytane,-Phytane - (Propylguaiacol/0.2317181 - 20.904608) + 0.30960497/Acetosyringone,PySRFunction(X=>-Phytane - (Propylguaiacol/0.2317181 - 20.904608) + 0.30960497/Acetosyringone)
15,3.7662008,0.0005200706725271729,((0.4891265 / Acetosyringone) - ((-20.904608 - -1.1374755) + (Propylguaiacol / 0.2317181))) + 0.53591573,-(Propylguaiacol/0.2317181 - 20.904608 - 1*(-1.1374755)) + 0.53591573 + 0.4891265/Acetosyringone,PySRFunction(X=>-(Propylguaiacol/0.2317181 - 20.904608 - 1*(-1.1374755)) + 0.53591573 + 0.4891265/Acetosyringone)
16,3.7655518,0.00017233704718510562,(((0.30960497 + 0.012799224) / Acetosyringone) - ((Propylguaiacol / 0.2317181) + -20.904608)) - Phytane,-Phytane - (Propylguaiacol/0.2317181 - 20.904608) + (0.012799224 + 0.30960497)/Acetosyringone,PySRFunction(X=>-Phytane - (Propylguaiacol/0.2317181 - 20.904608) + (0.012799224 + 0.30960497)/Acetosyringone)
17,3.7572389,0.0022100583985669425,((0.4891265 / Acetosyringone) - ((-20.904608 - -0.16473758) + (Propylguaiacol / 0.2317181))) + (0.53591573 / -20.904608),-(Propylguaiacol/0.2317181 - 20.904608 - 1*(-0.16473758)) + 0.53591573/(-20.904608) + 0.4891265/Acetosyringone,PySRFunction(X=>-(Propylguaiacol/0.2317181 - 20.904608 - 1*(-0.16473758)) + 0.53591573/(-20.904608) + 0.4891265/Acetosyringone)
19,3.7552621,0.000263134746421259,(((0.4891265 / Acetosyringone) - ((Propylguaiacol / 0.2317181) + -20.904608)) - 0.3449959) + ((0.015798563 - 0.2317181) / -20.904608),-(Propylguaiacol/0.2317181 - 20.904608) - 1*0.3449959 + (0.015798563 - 1*0.2317181)/(-20.904608) + 0.4891265/Acetosyringone,PySRFunction(X=>-(Propylguaiacol/0.2317181 - 20.904608) - 1*0.3449959 + (0.015798563 - 1*0.2317181)/(-20.904608) + 0.4891265/Acetosyringone)
20,3.7482798,0.0018610683083704262,((0.4891265 / Acetosyringone) - ((-20.904608 - -0.16473758) + (Propylguaiacol / 0.2317181))) + ((Propylguaiacol / 0.2317181) / -20.904608),Propylguaiacol/((-20.904608)*0.2317181) - (Propylguaiacol/0.2317181 - 20.904608 - 1*(-0.16473758)) + 0.4891265/Acetosyringone,PySRFunction(X=>Propylguaiacol/((-20.904608)*0.2317181) - (Propylguaiacol/0.2317181 - 20.904608 - 1*(-0.16473758)) + 0.4891265/Acetosyringone)
