complexity,loss,score,equation,sympy_format,lambda_format
1,18.918612,0.0,0.36911076,0.369110760000000,PySRFunction(X=>0.369110760000000)
2,18.259182,0.035478122618358615,Cr,Cr,PySRFunction(X=>Cr)
3,4.667609,1.3640211276583392,9.231314 - -9.471559,9.231314 - 1*(-9.471559),PySRFunction(X=>9.231314 - 1*(-9.471559))
4,4.402059,0.058574563120660006,P + 15.959157,P + 15.959157,PySRFunction(X=>P + 15.959157)
6,3.8602777,0.06566663105947032,(Eugenol * -2.6799092) + 21.590721,21.590721 + Eugenol*(-2.6799092),PySRFunction(X=>21.590721 + Eugenol*(-2.6799092))
10,3.830573,0.0019311808841787222,(0.44704744 - (-21.042027 + (Propylguaiacol / 0.2147124))) + 0.44704744,-(Propylguaiacol/0.2147124 - 21.042027) + 0.44704744 + 0.44704744,PySRFunction(X=>-(Propylguaiacol/0.2147124 - 21.042027) + 0.44704744 + 0.44704744)
11,3.8287735,0.0004698834379954044,(NO_3 - (-21.295162 + (Propylguaiacol / 0.21289533))) - -0.62613255,NO_3 - (Propylguaiacol/0.21289533 - 21.295162) - 1*(-0.62613255),PySRFunction(X=>NO_3 - (Propylguaiacol/0.21289533 - 21.295162) - 1*(-0.62613255))
12,3.8251958,0.0009348614085937788,(var1_Methylnaphthalene - ((Propylguaiacol / 0.22754505) + -21.194729)) + Cd,Cd + var1_Methylnaphthalene - (Propylguaiacol/0.22754505 - 21.194729),PySRFunction(X=>Cd + var1_Methylnaphthalene - (Propylguaiacol/0.22754505 - 21.194729))
13,3.7682433,0.015000730817588829,((0.9226216 / Syringealdehyde) - (-21.23946 + (Propylguaiacol / 0.18632917))) + -0.721219,-(Propylguaiacol/0.18632917 - 21.23946) - 0.721219 + 0.9226216/Syringealdehyde,PySRFunction(X=>-(Propylguaiacol/0.18632917 - 21.23946) - 0.721219 + 0.9226216/Syringealdehyde)
14,3.7604666,0.002065879246009981,((0.35116255 / Acetosyringone) - (-20.904608 + (Propylguaiacol / 0.2147124))) + var2_Methylnaphthalene,var2_Methylnaphthalene - (Propylguaiacol/0.2147124 - 20.904608) + 0.35116255/Acetosyringone,PySRFunction(X=>var2_Methylnaphthalene - (Propylguaiacol/0.2147124 - 20.904608) + 0.35116255/Acetosyringone)
15,3.7416039,0.005028675683417916,(((-0.52142245 - -1.1303601) / Syringealdehyde) - ((Propylguaiacol / 0.19736958) + -20.948845)) + 0.10276282,-(Propylguaiacol/0.19736958 - 20.948845) + 0.10276282 + (-0.52142245 - 1*(-1.1303601))/Syringealdehyde,PySRFunction(X=>-(Propylguaiacol/0.19736958 - 20.948845) + 0.10276282 + (-0.52142245 - 1*(-1.1303601))/Syringealdehyde)
17,3.741417,2.4976543903348144e-05,(((0.60669345 / Acetosyringone) - (((Propylguaiacol / 0.2071675) + -21.299496) - -1.2995789)) + 0.04365053) - -0.60109323,-(Propylguaiacol/0.2071675 - 21.299496 - 1*(-1.2995789)) + 0.04365053 - 1*(-0.60109323) + 0.60669345/Acetosyringone,PySRFunction(X=>-(Propylguaiacol/0.2071675 - 21.299496 - 1*(-1.2995789)) + 0.04365053 - 1*(-0.60109323) + 0.60669345/Acetosyringone)
18,3.740505,0.0002437876269003342,(((-0.47336483 - -1.081896) / Syringealdehyde) - ((Propylguaiacol / 0.19625789) + -21.537766)) + (-0.40366307 - Benzoepyrene),-Benzoepyrene - (Propylguaiacol/0.19625789 - 21.537766) - 0.40366307 + (-0.47336483 - 1*(-1.081896))/Syringealdehyde,PySRFunction(X=>-Benzoepyrene - (Propylguaiacol/0.19625789 - 21.537766) - 0.40366307 + (-0.47336483 - 1*(-1.081896))/Syringealdehyde)
19,3.734774,0.001533320996536351,(((0.60669345 / 1.0831298) / Acetosyringone) - (-21.299496 + ((Propylguaiacol / 0.2071675) + var35_Dimethoxyphenol))) - Naphthalene,-Naphthalene - (Propylguaiacol/0.2071675 + var35_Dimethoxyphenol - 21.299496) + 0.60669345/(1.0831298*Acetosyringone),PySRFunction(X=>-Naphthalene - (Propylguaiacol/0.2071675 + var35_Dimethoxyphenol - 21.299496) + 0.60669345/(1.0831298*Acetosyringone))
