complexity,loss,score,equation,sympy_format,lambda_format
1,18.918612,0.0,0.36911076,0.369110760000000,PySRFunction(X=>0.369110760000000)
2,18.259182,0.035478122618358615,Cr,Cr,PySRFunction(X=>Cr)
3,4.667609,1.3640211276583392,9.231314 - -9.471559,9.231314 - 1*(-9.471559),PySRFunction(X=>9.231314 - 1*(-9.471559))
4,4.402059,0.058574563120660006,P + 15.959157,P + 15.959157,PySRFunction(X=>P + 15.959157)
6,3.8602777,0.06566663105947032,(Eugenol * -2.6799092) + 21.590721,21.590721 + Eugenol*(-2.6799092),PySRFunction(X=>21.590721 + Eugenol*(-2.6799092))
10,3.830573,0.0019311808841787222,(0.44704744 - (-21.042027 + (Propylguaiacol / 0.2147124))) + 0.44704744,-(Propylguaiacol/0.2147124 - 21.042027) + 0.44704744 + 0.44704744,PySRFunction(X=>-(Propylguaiacol/0.2147124 - 21.042027) + 0.44704744 + 0.44704744)
11,3.8287735,0.0004698834379954044,(NO_3 - (-21.295162 + (Propylguaiacol / 0.21289533))) - -0.62613255,NO_3 - (Propylguaiacol/0.21289533 - 21.295162) - 1*(-0.62613255),PySRFunction(X=>NO_3 - (Propylguaiacol/0.21289533 - 21.295162) - 1*(-0.62613255))
13,3.7737446,0.007238372909472721,((0.30960497 / Acetosyringone) - (-20.904608 + (Propylguaiacol / 0.2317181))) + 0.22538933,-(Propylguaiacol/0.2317181 - 20.904608) + 0.22538933 + 0.30960497/Acetosyringone,PySRFunction(X=>-(Propylguaiacol/0.2317181 - 20.904608) + 0.22538933 + 0.30960497/Acetosyringone)
14,3.7604666,0.0035247256532472434,((0.35116255 / Acetosyringone) - (-20.904608 + (Propylguaiacol / 0.2147124))) + var2_Methylnaphthalene,var2_Methylnaphthalene - (Propylguaiacol/0.2147124 - 20.904608) + 0.35116255/Acetosyringone,PySRFunction(X=>var2_Methylnaphthalene - (Propylguaiacol/0.2147124 - 20.904608) + 0.35116255/Acetosyringone)
15,3.741973,0.004930033014215273,((0.60669345 / Acetosyringone) - ((Propylguaiacol / 0.2071675) + -21.299496)) - (2.1002085 - 1.4068038),-(Propylguaiacol/0.2071675 - 21.299496) - (2.1002085 - 1*1.4068038) + 0.60669345/Acetosyringone,PySRFunction(X=>-(Propylguaiacol/0.2071675 - 21.299496) - (2.1002085 - 1*1.4068038) + 0.60669345/Acetosyringone)
17,3.741417,7.429787850468065e-05,(((0.60669345 / Acetosyringone) - (((Propylguaiacol / 0.2071675) + -21.299496) - -1.2995789)) + 0.04365053) - -0.60109323,-(Propylguaiacol/0.2071675 - 21.299496 - 1*(-1.2995789)) + 0.04365053 - 1*(-0.60109323) + 0.60669345/Acetosyringone,PySRFunction(X=>-(Propylguaiacol/0.2071675 - 21.299496 - 1*(-1.2995789)) + 0.04365053 - 1*(-0.60109323) + 0.60669345/Acetosyringone)
19,3.734774,0.0008885543117183917,(((0.60669345 / 1.0831298) / Acetosyringone) - (-21.299496 + ((Propylguaiacol / 0.2071675) + var35_Dimethoxyphenol))) - Naphthalene,-Naphthalene - (Propylguaiacol/0.2071675 + var35_Dimethoxyphenol - 21.299496) + 0.60669345/(1.0831298*Acetosyringone),PySRFunction(X=>-Naphthalene - (Propylguaiacol/0.2071675 + var35_Dimethoxyphenol - 21.299496) + 0.60669345/(1.0831298*Acetosyringone))
