complexity,loss,score,equation,sympy_format,lambda_format
1,85.98262,0.0,0.6363561,0.636356100000000,PySRFunction(X=>0.636356100000000)
2,82.98926,0.03543398097305914,Ifi_44_55588,Ifi_44_55588,PySRFunction(X=>Ifi_44_55588)
3,33.633724,0.903181947748799,0.74590033 + 57.955612,0.74590033 + 57.955612,PySRFunction(X=>0.74590033 + 57.955612)
4,22.656742,0.3950717864036156,78.220436 + Ccdc_186_58520,Ccdc_186_58520 + 78.220436,PySRFunction(X=>Ccdc_186_58520 + 78.220436)
7,20.393381,0.035082360088054376,(K * Zfp_994_73585) + 57.955612,K*Zfp_994_73585 + 57.955612,PySRFunction(X=>K*Zfp_994_73585 + 57.955612)
9,17.010786,0.09068138698199245,(Isoeugenol * (2.5692449 - mtNd_3_82089)) + 99.47671,Isoeugenol*(2.5692449 - mtNd_3_82089) + 99.47671,PySRFunction(X=>Isoeugenol*(2.5692449 - mtNd_3_82089) + 99.47671)
14,14.896982,0.026537794270665972,((Isoeugenol * (Sgcg_29583 - 8.371862)) + (11.185252 * Hist_1_h_2_bc_29206)) - -0.067023955,11.185252*Hist_1_h_2_bc_29206 + Isoeugenol*(Sgcg_29583 - 1*8.371862) - 1*(-0.067023955),PySRFunction(X=>11.185252*Hist_1_h_2_bc_29206 + Isoeugenol*(Sgcg_29583 - 1*8.371862) - 1*(-0.067023955))
16,14.114557,0.02697598296909276,((Isoeugenol * (0.8334832 - mtNd_3_82089)) + (10.657905 * (0.7334996 + Hist_1_h_2_bc_29206))) - 0.8334832,Isoeugenol*(0.8334832 - mtNd_3_82089) + 10.657905*(Hist_1_h_2_bc_29206 + 0.7334996) - 1*0.8334832,PySRFunction(X=>Isoeugenol*(0.8334832 - mtNd_3_82089) + 10.657905*(Hist_1_h_2_bc_29206 + 0.7334996) - 1*0.8334832)
18,13.995729,0.004227232259317568,((Tgm_1_60333 * ((Atp_6_v_0_d_2_76694 + Cyp_1_a_1_79654) - Mettl_14_68520)) - (-45.97706 + Coniferylaldehyde)) + 0.57881975,Tgm_1_60333*(Atp_6_v_0_d_2_76694 + Cyp_1_a_1_79654 - Mettl_14_68520) - (Coniferylaldehyde - 45.97706) + 0.57881975,PySRFunction(X=>Tgm_1_60333*(Atp_6_v_0_d_2_76694 + Cyp_1_a_1_79654 - Mettl_14_68520) - (Coniferylaldehyde - 45.97706) + 0.57881975)
20,13.971736,0.0008578899047905887,(((Isoeugenol * (1.9615748 - mtNd_3_82089)) + ((11.065885 * (-1.0176079 + Hist_1_h_2_bc_29206)) + 0.35541463)) + 0.41650736) / 0.86301714,(Isoeugenol*(1.9615748 - mtNd_3_82089) + 11.065885*(Hist_1_h_2_bc_29206 - 1.0176079) + 0.35541463 + 0.41650736)/0.86301714,PySRFunction(X=>(Isoeugenol*(1.9615748 - mtNd_3_82089) + 11.065885*(Hist_1_h_2_bc_29206 - 1.0176079) + 0.35541463 + 0.41650736)/0.86301714)
