chem,equation,parital derivative w/ respect to chem,integrated_derivative,direction,complexity,loss
Silicon,((-11.000191 + (((Silicon * (Isoeugenol / Na)) - -11.663902) ^ 0.2646091)) * -10.556692) + 0.22972485,-0.458759804109866*Isoeugenol/(Na*(0.0857346023654863*Isoeugenol*Silicon/Na + 1)**0.7353909),-91265598.42859797,-1,18.0,17.292522
Silicon,((-11.000191 + (((Silicon * ((Isoeugenol - 2.1817915) / Na)) - -11.000191) ^ 0.2646091)) * -10.556692) + -0.89703107,-0.47895683691812*(Isoeugenol - 2.1817915)/(Na*(1 + 0.0909075124241025*Silicon*(Isoeugenol - 2.1817915)/Na)**0.7353909),0.0,0,20.0,17.269093
Silicon,(53.502598 / (Silicon ^ -0.0989599)) + -12.300533,5.2946117478202/Silicon**0.9010401,35.0303897929511,1,8.0,18.692728
Silicon,((-11.000191 + (((Silicon * (Isoeugenol / Na)) - -11.663902) ^ 0.2646091)) * -10.556692) + 0.22972485,-0.458759804109866*Isoeugenol/(Na*(0.0857346023654863*Isoeugenol*Silicon/Na + 1)**0.7353909),-91265598.42859797,-1,18.0,17.292522
Silicon,((-11.000191 + (((Silicon * ((Isoeugenol - 2.1817915) / Na)) - -11.000191) ^ 0.2646091)) * -10.556692) + -0.89703107,-0.47895683691812*(Isoeugenol - 2.1817915)/(Na*(1 + 0.0909075124241025*Silicon*(Isoeugenol - 2.1817915)/Na)**0.7353909),0.0,0,20.0,17.269093
Silicon,(53.502598 / (Silicon ^ -0.0989599)) + -12.300533,5.2946117478202/Silicon**0.9010401,35.0303897929511,1,8.0,18.692728
Silicon,((-11.000191 + (((Silicon * (Isoeugenol / Na)) - -11.663902) ^ 0.2646091)) * -10.556692) + 0.22972485,-0.458759804109866*Isoeugenol/(Na*(0.0857346023654863*Isoeugenol*Silicon/Na + 1)**0.7353909),-91265598.42859797,-1,18.0,17.292522
Silicon,((-11.000191 + (((Silicon * ((Isoeugenol - 2.1817915) / Na)) - -11.000191) ^ 0.2646091)) * -10.556692) + -0.89703107,-0.47895683691812*(Isoeugenol - 2.1817915)/(Na*(1 + 0.0909075124241025*Silicon*(Isoeugenol - 2.1817915)/Na)**0.7353909),0.0,0,20.0,17.269093
Silicon,(53.502598 / (Silicon ^ -0.0989599)) + -12.300533,5.2946117478202/Silicon**0.9010401,35.0303897929511,1,8.0,18.692728
Silicon,((-11.000191 + (((Silicon * (Isoeugenol / Na)) - -11.663902) ^ 0.2646091)) * -10.556692) + 0.22972485,-0.458759804109866*Isoeugenol/(Na*(0.0857346023654863*Isoeugenol*Silicon/Na + 1)**0.7353909),-91265598.42859797,-1,18.0,17.292522
Silicon,((-11.000191 + (((Silicon * ((Isoeugenol - 2.1817915) / Na)) - -11.000191) ^ 0.2646091)) * -10.556692) + -0.89703107,-0.47895683691812*(Isoeugenol - 2.1817915)/(Na*(1 + 0.0909075124241025*Silicon*(Isoeugenol - 2.1817915)/Na)**0.7353909),0.0,0,20.0,17.269093
Silicon,(39.83757 * (Silicon ^ 0.118741475)) - -2.1576622,4.73037182221575/Silicon**0.881258525,35.14036590089897,1,8.0,18.726404
Silicon,(2.8121636 * (15.013741 * (Silicon ^ 0.11505089))) - -0.00067345146,4.85757466467556/Silicon**0.88494911,35.31273123983879,1,10.0,18.704266
Silicon,((-4.093795 * (Isoeugenol / (Na / (Silicon / Na)))) + 91.770454) - -1.6608863,-4.093795*Isoeugenol/Na**2,-208651603.32495654,-1,17.0,17.463972
Silicon,(((-9.254715 - (Isoeugenol ^ 0.5251172)) - -44.60462) + 61.67341) - (((Na - 1.3869802) / Silicon) ^ -3.073279),-3.073279/(Silicon*((Na - 1.3869802)/Silicon)**3.073279),-5783412.668892689,-1,20.0,17.441738
Silicon,(53.502598 / (Silicon ^ -0.0989599)) + -12.300533,5.2946117478202/Silicon**0.9010401,35.0303897929511,1,8.0,18.692728
Silicon,((-11.000191 + (((Silicon * (Isoeugenol / Na)) - -11.663902) ^ 0.2646091)) * -10.556692) + 0.22972485,-0.458759804109866*Isoeugenol/(Na*(0.0857346023654863*Isoeugenol*Silicon/Na + 1)**0.7353909),-91265598.42859797,-1,18.0,17.292522
Silicon,((-11.000191 + (((Silicon * ((Isoeugenol - 2.1817915) / Na)) - -11.000191) ^ 0.2646091)) * -10.556692) + -0.89703107,-0.47895683691812*(Isoeugenol - 2.1817915)/(Na*(1 + 0.0909075124241025*Silicon*(Isoeugenol - 2.1817915)/Na)**0.7353909),0.0,0,20.0,17.269093
Silicon,(53.502598 / (Silicon ^ -0.0989599)) + -12.300533,5.2946117478202/Silicon**0.9010401,35.0303897929511,1,8.0,18.692728
Silicon,((-11.000191 + (((Silicon * (Isoeugenol / Na)) - -11.663902) ^ 0.2646091)) * -10.556692) + 0.22972485,-0.458759804109866*Isoeugenol/(Na*(0.0857346023654863*Isoeugenol*Silicon/Na + 1)**0.7353909),-91265598.42859797,-1,18.0,17.292522
Silicon,((-11.000191 + (((Silicon * ((Isoeugenol - 2.1817915) / Na)) - -11.000191) ^ 0.2646091)) * -10.556692) + -0.89703107,-0.47895683691812*(Isoeugenol - 2.1817915)/(Na*(1 + 0.0909075124241025*Silicon*(Isoeugenol - 2.1817915)/Na)**0.7353909),0.0,0,20.0,17.269093
Silicon,(53.502598 / (Silicon ^ -0.0989599)) + -12.300533,5.2946117478202/Silicon**0.9010401,35.0303897929511,1,8.0,18.692728
Silicon,((-11.000191 + (((Silicon * (Isoeugenol / Na)) - -11.663902) ^ 0.2646091)) * -10.556692) + 0.22972485,-0.458759804109866*Isoeugenol/(Na*(0.0857346023654863*Isoeugenol*Silicon/Na + 1)**0.7353909),-91265598.42859797,-1,18.0,17.292522
Silicon,((-11.000191 + (((Silicon * ((Isoeugenol - 2.1817915) / Na)) - -11.000191) ^ 0.2646091)) * -10.556692) + -0.89703107,-0.47895683691812*(Isoeugenol - 2.1817915)/(Na*(1 + 0.0909075124241025*Silicon*(Isoeugenol - 2.1817915)/Na)**0.7353909),0.0,0,20.0,17.269093
Silicon,(53.502598 / (Silicon ^ -0.0989599)) + -12.300533,5.2946117478202/Silicon**0.9010401,35.0303897929511,1,8.0,18.692728
Silicon,((-11.000191 + (((Silicon * (Isoeugenol / Na)) - -11.663902) ^ 0.2646091)) * -10.556692) + 0.22972485,-0.458759804109866*Isoeugenol/(Na*(0.0857346023654863*Isoeugenol*Silicon/Na + 1)**0.7353909),-91265598.42859797,-1,18.0,17.292522
Silicon,((-11.000191 + (((Silicon * ((Isoeugenol - 2.1817915) / Na)) - -11.000191) ^ 0.2646091)) * -10.556692) + -0.89703107,-0.47895683691812*(Isoeugenol - 2.1817915)/(Na*(1 + 0.0909075124241025*Silicon*(Isoeugenol - 2.1817915)/Na)**0.7353909),0.0,0,20.0,17.269093
Silicon,(53.502598 / (Silicon ^ -0.0989599)) + -12.300533,5.2946117478202/Silicon**0.9010401,35.0303897929511,1,8.0,18.692728
Silicon,((-11.000191 + (((Silicon * (Isoeugenol / Na)) - -11.663902) ^ 0.2646091)) * -10.556692) + 0.22972485,-0.458759804109866*Isoeugenol/(Na*(0.0857346023654863*Isoeugenol*Silicon/Na + 1)**0.7353909),-91265598.42859797,-1,18.0,17.292522
Silicon,((-11.000191 + (((Silicon * ((Isoeugenol - 2.1817915) / Na)) - -11.000191) ^ 0.2646091)) * -10.556692) + -0.89703107,-0.47895683691812*(Isoeugenol - 2.1817915)/(Na*(1 + 0.0909075124241025*Silicon*(Isoeugenol - 2.1817915)/Na)**0.7353909),0.0,0,20.0,17.269093
Silicon,(53.502598 / (Silicon ^ -0.0989599)) + -12.300533,5.2946117478202/Silicon**0.9010401,35.0303897929511,1,8.0,18.692728
Silicon,((-11.000191 + (((Silicon * (Isoeugenol / Na)) - -11.663902) ^ 0.2646091)) * -10.556692) + 0.22972485,-0.458759804109866*Isoeugenol/(Na*(0.0857346023654863*Isoeugenol*Silicon/Na + 1)**0.7353909),-91265598.42859797,-1,18.0,17.292522
Silicon,((-11.000191 + (((Silicon * ((Isoeugenol - 2.1817915) / Na)) - -11.000191) ^ 0.2646091)) * -10.556692) + -0.89703107,-0.47895683691812*(Isoeugenol - 2.1817915)/(Na*(1 + 0.0909075124241025*Silicon*(Isoeugenol - 2.1817915)/Na)**0.7353909),0.0,0,20.0,17.269093
Silicon,(53.502598 / (Silicon ^ -0.0989599)) + -12.300533,5.2946117478202/Silicon**0.9010401,35.0303897929511,1,8.0,18.692728
Silicon,((-11.000191 + (((Silicon * (Isoeugenol / Na)) - -11.663902) ^ 0.2646091)) * -10.556692) + 0.22972485,-0.458759804109866*Isoeugenol/(Na*(0.0857346023654863*Isoeugenol*Silicon/Na + 1)**0.7353909),-91265598.42859797,-1,18.0,17.292522
Silicon,((-11.000191 + (((Silicon * ((Isoeugenol - 2.1817915) / Na)) - -11.000191) ^ 0.2646091)) * -10.556692) + -0.89703107,-0.47895683691812*(Isoeugenol - 2.1817915)/(Na*(1 + 0.0909075124241025*Silicon*(Isoeugenol - 2.1817915)/Na)**0.7353909),0.0,0,20.0,17.269093
Silicon,(53.502598 / (Silicon ^ -0.0989599)) + -12.300533,5.2946117478202/Silicon**0.9010401,35.0303897929511,1,8.0,18.692728
Silicon,((-11.000191 + (((Silicon * (Isoeugenol / Na)) - -11.663902) ^ 0.2646091)) * -10.556692) + 0.22972485,-0.458759804109866*Isoeugenol/(Na*(0.0857346023654863*Isoeugenol*Silicon/Na + 1)**0.7353909),-91265598.42859797,-1,18.0,17.292522
Silicon,((-11.000191 + (((Silicon * ((Isoeugenol - 2.1817915) / Na)) - -11.000191) ^ 0.2646091)) * -10.556692) + -0.89703107,-0.47895683691812*(Isoeugenol - 2.1817915)/(Na*(1 + 0.0909075124241025*Silicon*(Isoeugenol - 2.1817915)/Na)**0.7353909),0.0,0,20.0,17.269093
Silicon,(53.502598 / (Silicon ^ -0.0989599)) + -12.300533,5.2946117478202/Silicon**0.9010401,35.0303897929511,1,8.0,18.692728
Silicon,((-11.000191 + (((Silicon * (Isoeugenol / Na)) - -11.663902) ^ 0.2646091)) * -10.556692) + 0.22972485,-0.458759804109866*Isoeugenol/(Na*(0.0857346023654863*Isoeugenol*Silicon/Na + 1)**0.7353909),-91265598.42859797,-1,18.0,17.292522
Silicon,((-11.000191 + (((Silicon * ((Isoeugenol - 2.1817915) / Na)) - -11.000191) ^ 0.2646091)) * -10.556692) + -0.89703107,-0.47895683691812*(Isoeugenol - 2.1817915)/(Na*(1 + 0.0909075124241025*Silicon*(Isoeugenol - 2.1817915)/Na)**0.7353909),0.0,0,20.0,17.269093
Silicon,(53.502598 / (Silicon ^ -0.0989599)) + -12.300533,5.2946117478202/Silicon**0.9010401,35.0303897929511,1,8.0,18.692728
Silicon,((-11.000191 + (((Silicon * (Isoeugenol / Na)) - -11.663902) ^ 0.2646091)) * -10.556692) + 0.22972485,-0.458759804109866*Isoeugenol/(Na*(0.0857346023654863*Isoeugenol*Silicon/Na + 1)**0.7353909),-91265598.42859797,-1,18.0,17.292522
Silicon,((-11.000191 + (((Silicon * ((Isoeugenol - 2.1817915) / Na)) - -11.000191) ^ 0.2646091)) * -10.556692) + -0.89703107,-0.47895683691812*(Isoeugenol - 2.1817915)/(Na*(1 + 0.0909075124241025*Silicon*(Isoeugenol - 2.1817915)/Na)**0.7353909),0.0,0,20.0,17.269093
Silicon,(39.83757 * (Silicon ^ 0.118741475)) - -2.1576622,4.73037182221575/Silicon**0.881258525,35.14036590089897,1,8.0,18.726404
Silicon,(2.8121636 * (15.013741 * (Silicon ^ 0.11505089))) - -0.00067345146,4.85757466467556/Silicon**0.88494911,35.31273123983879,1,10.0,18.704266
Silicon,((-4.093795 * (Isoeugenol / (Na / (Silicon / Na)))) + 91.770454) - -1.6608863,-4.093795*Isoeugenol/Na**2,-208651603.32495654,-1,17.0,17.463972
Silicon,(((-9.254715 - (Isoeugenol ^ 0.5251172)) - -44.60462) + 61.67341) - (((Na - 1.3869802) / Silicon) ^ -3.073279),-3.073279/(Silicon*((Na - 1.3869802)/Silicon)**3.073279),-5783412.668892689,-1,20.0,17.441738
Silicon,(53.502598 / (Silicon ^ -0.0989599)) + -12.300533,5.2946117478202/Silicon**0.9010401,35.0303897929511,1,8.0,18.692728
Silicon,((-11.000191 + (((Silicon * (Isoeugenol / Na)) - -11.663902) ^ 0.2646091)) * -10.556692) + 0.22972485,-0.458759804109866*Isoeugenol/(Na*(0.0857346023654863*Isoeugenol*Silicon/Na + 1)**0.7353909),-91265598.42859797,-1,18.0,17.292522
Silicon,((-11.000191 + (((Silicon * ((Isoeugenol - 2.1817915) / Na)) - -11.000191) ^ 0.2646091)) * -10.556692) + -0.89703107,-0.47895683691812*(Isoeugenol - 2.1817915)/(Na*(1 + 0.0909075124241025*Silicon*(Isoeugenol - 2.1817915)/Na)**0.7353909),0.0,0,20.0,17.269093
Silicon,(53.502598 / (Silicon ^ -0.0989599)) + -12.300533,5.2946117478202/Silicon**0.9010401,35.0303897929511,1,8.0,18.692728
Silicon,((-11.000191 + (((Silicon * (Isoeugenol / Na)) - -11.663902) ^ 0.2646091)) * -10.556692) + 0.22972485,-0.458759804109866*Isoeugenol/(Na*(0.0857346023654863*Isoeugenol*Silicon/Na + 1)**0.7353909),-91265598.42859797,-1,18.0,17.292522
Silicon,((-11.000191 + (((Silicon * ((Isoeugenol - 2.1817915) / Na)) - -11.000191) ^ 0.2646091)) * -10.556692) + -0.89703107,-0.47895683691812*(Isoeugenol - 2.1817915)/(Na*(1 + 0.0909075124241025*Silicon*(Isoeugenol - 2.1817915)/Na)**0.7353909),0.0,0,20.0,17.269093
Silicon,(53.502598 / (Silicon ^ -0.0989599)) + -12.300533,5.2946117478202/Silicon**0.9010401,35.0303897929511,1,8.0,18.692728
Silicon,((-11.000191 + (((Silicon * (Isoeugenol / Na)) - -11.663902) ^ 0.2646091)) * -10.556692) + 0.22972485,-0.458759804109866*Isoeugenol/(Na*(0.0857346023654863*Isoeugenol*Silicon/Na + 1)**0.7353909),-91265598.42859797,-1,18.0,17.292522
Silicon,((-11.000191 + (((Silicon * ((Isoeugenol - 2.1817915) / Na)) - -11.000191) ^ 0.2646091)) * -10.556692) + -0.89703107,-0.47895683691812*(Isoeugenol - 2.1817915)/(Na*(1 + 0.0909075124241025*Silicon*(Isoeugenol - 2.1817915)/Na)**0.7353909),0.0,0,20.0,17.269093
Silicon,(53.502598 / (Silicon ^ -0.0989599)) + -12.300533,5.2946117478202/Silicon**0.9010401,35.0303897929511,1,8.0,18.692728
Silicon,((-11.000191 + (((Silicon * (Isoeugenol / Na)) - -11.663902) ^ 0.2646091)) * -10.556692) + 0.22972485,-0.458759804109866*Isoeugenol/(Na*(0.0857346023654863*Isoeugenol*Silicon/Na + 1)**0.7353909),-91265598.42859797,-1,18.0,17.292522
Silicon,((-11.000191 + (((Silicon * ((Isoeugenol - 2.1817915) / Na)) - -11.000191) ^ 0.2646091)) * -10.556692) + -0.89703107,-0.47895683691812*(Isoeugenol - 2.1817915)/(Na*(1 + 0.0909075124241025*Silicon*(Isoeugenol - 2.1817915)/Na)**0.7353909),0.0,0,20.0,17.269093
Silicon,(53.502598 / (Silicon ^ -0.0989599)) + -12.300533,5.2946117478202/Silicon**0.9010401,35.0303897929511,1,8.0,18.692728
Silicon,((-11.000191 + (((Silicon * (Isoeugenol / Na)) - -11.663902) ^ 0.2646091)) * -10.556692) + 0.22972485,-0.458759804109866*Isoeugenol/(Na*(0.0857346023654863*Isoeugenol*Silicon/Na + 1)**0.7353909),-91265598.42859797,-1,18.0,17.292522
Silicon,((-11.000191 + (((Silicon * ((Isoeugenol - 2.1817915) / Na)) - -11.000191) ^ 0.2646091)) * -10.556692) + -0.89703107,-0.47895683691812*(Isoeugenol - 2.1817915)/(Na*(1 + 0.0909075124241025*Silicon*(Isoeugenol - 2.1817915)/Na)**0.7353909),0.0,0,20.0,17.269093
Silicon,(53.502598 / (Silicon ^ -0.0989599)) + -12.300533,5.2946117478202/Silicon**0.9010401,35.0303897929511,1,8.0,18.692728
Silicon,((-11.000191 + (((Silicon * (Isoeugenol / Na)) - -11.663902) ^ 0.2646091)) * -10.556692) + 0.22972485,-0.458759804109866*Isoeugenol/(Na*(0.0857346023654863*Isoeugenol*Silicon/Na + 1)**0.7353909),-91265598.42859797,-1,18.0,17.292522
Silicon,((-11.000191 + (((Silicon * ((Isoeugenol - 2.1817915) / Na)) - -11.000191) ^ 0.2646091)) * -10.556692) + -0.89703107,-0.47895683691812*(Isoeugenol - 2.1817915)/(Na*(1 + 0.0909075124241025*Silicon*(Isoeugenol - 2.1817915)/Na)**0.7353909),0.0,0,20.0,17.269093
Silicon,(53.502598 / (Silicon ^ -0.0989599)) + -12.300533,5.2946117478202/Silicon**0.9010401,35.0303897929511,1,8.0,18.692728
Silicon,((-11.000191 + (((Silicon * (Isoeugenol / Na)) - -11.663902) ^ 0.2646091)) * -10.556692) + 0.22972485,-0.458759804109866*Isoeugenol/(Na*(0.0857346023654863*Isoeugenol*Silicon/Na + 1)**0.7353909),-91265598.42859797,-1,18.0,17.292522
Silicon,((-11.000191 + (((Silicon * ((Isoeugenol - 2.1817915) / Na)) - -11.000191) ^ 0.2646091)) * -10.556692) + -0.89703107,-0.47895683691812*(Isoeugenol - 2.1817915)/(Na*(1 + 0.0909075124241025*Silicon*(Isoeugenol - 2.1817915)/Na)**0.7353909),0.0,0,20.0,17.269093
Silicon,(53.502598 / (Silicon ^ -0.0989599)) + -12.300533,5.2946117478202/Silicon**0.9010401,35.0303897929511,1,8.0,18.692728
Silicon,((-11.000191 + (((Silicon * (Isoeugenol / Na)) - -11.663902) ^ 0.2646091)) * -10.556692) + 0.22972485,-0.458759804109866*Isoeugenol/(Na*(0.0857346023654863*Isoeugenol*Silicon/Na + 1)**0.7353909),-91265598.42859797,-1,18.0,17.292522
Silicon,((-11.000191 + (((Silicon * ((Isoeugenol - 2.1817915) / Na)) - -11.000191) ^ 0.2646091)) * -10.556692) + -0.89703107,-0.47895683691812*(Isoeugenol - 2.1817915)/(Na*(1 + 0.0909075124241025*Silicon*(Isoeugenol - 2.1817915)/Na)**0.7353909),0.0,0,20.0,17.269093
Silicon,(53.502598 / (Silicon ^ -0.0989599)) + -12.300533,5.2946117478202/Silicon**0.9010401,35.0303897929511,1,8.0,18.692728
Silicon,((-11.000191 + (((Silicon * (Isoeugenol / Na)) - -11.663902) ^ 0.2646091)) * -10.556692) + 0.22972485,-0.458759804109866*Isoeugenol/(Na*(0.0857346023654863*Isoeugenol*Silicon/Na + 1)**0.7353909),-91265598.42859797,-1,18.0,17.292522
Silicon,((-11.000191 + (((Silicon * ((Isoeugenol - 2.1817915) / Na)) - -11.000191) ^ 0.2646091)) * -10.556692) + -0.89703107,-0.47895683691812*(Isoeugenol - 2.1817915)/(Na*(1 + 0.0909075124241025*Silicon*(Isoeugenol - 2.1817915)/Na)**0.7353909),0.0,0,20.0,17.269093
Silicon,(53.502598 / (Silicon ^ -0.0989599)) + -12.300533,5.2946117478202/Silicon**0.9010401,35.0303897929511,1,8.0,18.692728
Silicon,((-11.000191 + (((Silicon * (Isoeugenol / Na)) - -11.663902) ^ 0.2646091)) * -10.556692) + 0.22972485,-0.458759804109866*Isoeugenol/(Na*(0.0857346023654863*Isoeugenol*Silicon/Na + 1)**0.7353909),-91265598.42859797,-1,18.0,17.292522
Silicon,((-11.000191 + (((Silicon * ((Isoeugenol - 2.1817915) / Na)) - -11.000191) ^ 0.2646091)) * -10.556692) + -0.89703107,-0.47895683691812*(Isoeugenol - 2.1817915)/(Na*(1 + 0.0909075124241025*Silicon*(Isoeugenol - 2.1817915)/Na)**0.7353909),0.0,0,20.0,17.269093
Silicon,(39.83757 * (Silicon ^ 0.118741475)) - -2.1576622,4.73037182221575/Silicon**0.881258525,35.14036590089897,1,8.0,18.726404
Silicon,(2.8121636 * (15.013741 * (Silicon ^ 0.11505089))) - -0.00067345146,4.85757466467556/Silicon**0.88494911,35.31273123983879,1,10.0,18.704266
Silicon,((-4.093795 * (Isoeugenol / (Na / (Silicon / Na)))) + 91.770454) - -1.6608863,-4.093795*Isoeugenol/Na**2,-208651603.32495654,-1,17.0,17.463972
Silicon,(((-9.254715 - (Isoeugenol ^ 0.5251172)) - -44.60462) + 61.67341) - (((Na - 1.3869802) / Silicon) ^ -3.073279),-3.073279/(Silicon*((Na - 1.3869802)/Silicon)**3.073279),-5783412.668892689,-1,20.0,17.441738
Silicon,(53.502598 / (Silicon ^ -0.0989599)) + -12.300533,5.2946117478202/Silicon**0.9010401,35.0303897929511,1,8.0,18.692728
Silicon,((-11.000191 + (((Silicon * (Isoeugenol / Na)) - -11.663902) ^ 0.2646091)) * -10.556692) + 0.22972485,-0.458759804109866*Isoeugenol/(Na*(0.0857346023654863*Isoeugenol*Silicon/Na + 1)**0.7353909),-91265598.42859797,-1,18.0,17.292522
Silicon,((-11.000191 + (((Silicon * ((Isoeugenol - 2.1817915) / Na)) - -11.000191) ^ 0.2646091)) * -10.556692) + -0.89703107,-0.47895683691812*(Isoeugenol - 2.1817915)/(Na*(1 + 0.0909075124241025*Silicon*(Isoeugenol - 2.1817915)/Na)**0.7353909),0.0,0,20.0,17.269093
Silicon,(53.502598 / (Silicon ^ -0.0989599)) + -12.300533,5.2946117478202/Silicon**0.9010401,35.0303897929511,1,8.0,18.692728
